Repo Name,Stars,Watches,Forks,Issues,Issues (Internal),Issues (External),Open Issues,Stale Issues (No activity for >14 days),% Stale Issues,Old Issues (Open for >120 days),% Old Issues,% Issues Closed by Pull Request,Average Issue Open Time (Days),Pull Requests,Pull Requests (Internal),Pull Requests (External),Open Pull Requests,Average Pull Request Time to Merge (Days),Contributors (All Time),Contributors (All Time - Internal),Contributors (All Time - External),Issues Opened,Issues Opened (Internal),Issues Opened (External),Issues Opened (First Time Contributor),Issues Closed,Pull Requests Opened,Pull Requests Opened (Internal),Pull Requests Opened (External),Pull Requests Opened (First Time Contributor),Pull Requests Merged,Pull Requests Closed,Contributors (This Period),Contributors (This Period - Internal),Contributors (This Period - External),Contributors (This Period - First Time Contributor)
TDx,3,12,1,9,9,0,9,8,89%,9,100%,N/A,N/A,7,7,0,0,113,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asn1_codec,11,10,15,6,3,3,0,0,N/A,0,N/A,0%,86,32,26,6,1,12,10,6,4,0,0,0,0,0,3,2,1,0,1,0,2,1,1,0
jpo-cvdp,14,13,10,3,1,2,1,1,100%,1,100%,50%,939,29,22,7,1,13,10,5,5,0,0,0,0,0,2,1,1,0,0,0,2,1,1,0
jpo-ode,73,27,39,108,53,55,3,3,100%,2,67%,1%,88,410,182,120,3,2,39,13,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jpo-ode-scms-asn,0,6,0,0,0,0,0,0,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jpo-record-parser,0,5,0,0,0,0,0,0,N/A,0,N/A,N/A,N/A,2,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jpo-s3-deposit,4,9,4,10,9,1,2,2,100%,2,100%,25%,287,38,30,8,1,36,11,7,4,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
jpo-sdw-depositor,3,6,5,2,1,1,0,0,N/A,0,N/A,0%,678,22,12,10,1,40,7,3,4,0,0,0,0,0,2,1,1,0,0,0,2,1,1,0
jpo-security,4,9,3,1,0,1,1,1,100%,1,100%,N/A,N/A,10,8,2,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jpo-security-svcs,3,9,2,2,0,2,0,0,N/A,0,N/A,0%,47,20,14,6,1,16,8,4,4,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0
jpo-tim-builder,4,9,4,2,0,2,1,1,100%,1,100%,0%,0,1,0,1,0,26,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ode-output-validator-library,2,7,6,1,1,0,0,0,N/A,0,N/A,0%,1353,39,36,3,0,1,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
scms-asn1,2,6,2,0,0,0,0,0,N/A,0,N/A,N/A,N/A,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
usdot-jpo-ode.github.io,2,5,1,0,0,0,0,0,N/A,0,N/A,N/A,N/A,3,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wzdc-tool,1,6,0,1,1,0,0,0,N/A,0,N/A,0%,0,0,0,0,0,N/A,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wzdx,82,47,58,138,91,47,9,9,100%,9,100%,7%,234,179,159,20,1,47,43,11,32,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1
TOTAL,208,186,150,283,169,114,26,25,96%,25,96%,5%,182,792,501,183,10,22,87,25,64,0,0,0,0,0,10,5,5,1,1,0,3,1,2,1
